gene_id	length	effective_length
Mca27402	2172	2172
Mca27403	5049	5049
Mca27404	366	366
Mca27405	321	321
Mca27406	1053	1053
Mca27407	330	330
Mca27408	735	735
Mca27409	483	483
Mca27410	1242	1242
Mca27411	672	672
Mca27412	525	525
Mca27413	606	606
Mca27414	396	396
Mca27415	762	762
Mca27416	1122	1122
Mca27417	2169	2169
Mca27418	573	573
Mca27419	396	396
Mca27420	852	852
Mca27421	300	300
Mca27422	768	768
Mca27423	990	990
Mca27424	1158	1158
Mca27425	312	312
Mca27426	783	783
Mca27427	336	336
Mca27428	324	324
Mca27429	387	387
Mca27430	420	420
Mca27431	450	450
Mca27432	846	846
Mca27433	546	546
Mca06026	309	309
Mca27434	867	867
Mca27435	1497	1497
Mca27436	582	582
Mca27437	300	300
Mca27438	375	375
Mca27439	489	489
Mca27440	294	294
Mca27441	999	999
Mca27442	558	558
Mca06027	2697	2697
Mca06028	279	279
Mca06029	306	306
Mca27443	315	315
Mca27444	570	570
Mca27445	312	312
Mca27446	930	930
Mca27447	312	312
Mca27448	1617	1617
Mca27449	543	543
Mca27450	1872	1872
Mca27451	1491	1491
Mca27452	1989	1989
Mca27453	783	783
Mca27454	336	336
Mca27455	960	960
Mca27456	3204	3204
Mca06030	252	252
Mca27457	2937	2937
Mca27458	972	972
Mca27459	777	777
Mca27460	327	327
Mca27461	3576	3576
Mca27462	999	999
Mca27463	354	354
Mca27464	276	276
Mca27465	282	282
Mca27466	321	321
Mca27467	1449	1449
Mca27468	399	399
Mca27469	735	735
Mca27470	546	546
Mca27471	357	357
Mca27472	573	573
Mca27473	885	885
Mca27474	267	267
Mca27475	459	459
Mca27476	579	579
Mca06031	249	249
Mca27477	297	297
Mca27478	411	411
Mca27479	3162	3162
Mca27480	456	456
Mca27481	228	228
Mca27482	462	462
Mca27483	537	537
Mca27484	1323	1323
Mca27485	1149	1149
Mca27486	381	381
Mca27487	297	297
Mca06032	3393	3393
Mca06033	225	225
Mca06034	567	567
Mca06035	2772	2772
Mca06036	285	285
Mca27488	2073	2073
Mca27489	414	414
Mca27490	567	567
Mca27491	522	522
Mca27492	387	387
Mca27493	3066	3066
Mca27494	981	981
Mca27495	885	885
Mca27496	465	465
Mca06037	393	393
Mca06038	1452	1452
Mca06039	339	339
Mca00959	279	279
Mca00960	654	654
Mca00961	705	705
Mca00962	291	291
Mca00963	330	330
Mca00964	429	429
Mca00965	1296	1296
Mca00966	795	795
Mca27497	3456	3456
Mca27498	264	264
Mca27499	354	354
Mca27500	1488	1488
Mca27501	933	933
Mca27502	264	264
Mca27503	249	249
Mca27504	1122	1122
Mca27505	5061	5061
Mca27506	888	888
Mca27507	726	726
Mca06040	1209	1209
Mca06041	360	360
Mca06042	939	939
Mca06043	1479	1479
Mca06044	297	297
Mca06045	1266	1266
Mca06046	708	708
Mca06047	402	402
Mca27508	771	771
Mca27509	732	732
Mca27510	639	639
Mca27511	3147	3147
Mca27512	543	543
Mca27513	804	804
Mca27514	294	294
Mca27515	2052	2052
Mca27516	1305	1305
Mca27517	378	378
Mca06048	309	309
Mca06049	456	456
Mca27518	4344	4344
Mca27519	243	243
Mca27520	462	462
Mca27521	3417	3417
Mca27522	834	834
Mca27523	501	501
Mca06050	372	372
Mca06051	336	336
Mca27524	2262	2262
Mca27525	333	333
Mca27526	1080	1080
Mca27527	495	495
Mca27528	483	483
Mca27529	378	378
Mca27530	462	462
Mca06052	492	492
Mca27531	474	474
Mca27532	618	618
Mca27533	297	297
Mca27534	603	603
Mca27535	456	456
Mca27536	1395	1395
Mca27537	1155	1155
Mca27538	384	384
Mca27539	438	438
Mca27540	351	351
Mca27541	645	645
Mca27542	417	417
Mca27543	306	306
Mca27544	432	432
Mca27545	882	882
Mca27546	1218	1218
Mca27547	288	288
Mca27548	420	420
Mca27549	2268	2268
Mca06053	339	339
Mca06054	1641	1641
Mca06055	1389	1389
Mca06056	1173	1173
Mca06057	1479	1479
Mca06058	453	453
Mca06059	669	669
Mca27550	786	786
Mca27551	1269	1269
Mca27552	234	234
Mca27553	2844	2844
Mca27554	471	471
Mca27555	432	432
Mca27556	417	417
Mca27557	465	465
Mca27558	2250	2250
Mca27559	636	636
Mca27560	615	615
Mca27561	369	369
Mca27562	588	588
Mca27563	579	579
Mca27564	315	315
Mca27565	225	225
Mca27566	1218	1218
Mca27567	438	438
Mca27568	753	753
Mca27569	3348	3348
Mca27570	1701	1701
Mca27571	1311	1311
Mca27572	612	612
Mca27573	687	687
Mca27574	1959	1959
Mca27575	1395	1395
Mca27576	357	357
Mca27577	1308	1308
Mca06060	267	267
Mca06061	390	390
Mca06062	498	498
Mca06063	438	438
Mca27578	612	612
Mca27579	861	861
Mca27580	387	387
Mca27581	303	303
Mca27582	1029	1029
Mca27583	1950	1950
Mca27584	537	537
Mca27585	2475	2475
Mca27586	372	372
Mca27587	357	357
Mca27588	357	357
Mca27589	321	321
Mca27590	564	564
Mca06064	1764	1764
Mca06065	1686	1686
Mca06066	2484	2484
Mca06067	423	423
Mca27591	783	783
Mca27592	378	378
Mca27593	1518	1518
Mca27594	444	444
Mca27595	1659	1659
Mca27596	759	759
Mca27597	2022	2022
Mca27598	2478	2478
Mca27599	474	474
Mca27600	693	693
Mca27601	849	849
Mca06068	354	354
Mca06069	237	237
Mca06070	9285	9285
Mca27602	702	702
Mca27603	2124	2124
Mca27604	1647	1647
Mca27605	1437	1437
Mca27606	444	444
Mca27607	477	477
Mca27608	303	303
Mca27609	588	588
Mca06071	582	582
Mca00967	882	882
Mca00968	459	459
Mca00969	258	258
Mca00970	1566	1566
Mca00971	573	573
Mca27610	414	414
Mca27611	1026	1026
Mca27612	297	297
Mca27613	681	681
Mca27614	2436	2436
Mca27615	438	438
Mca27616	1005	1005
Mca27617	222	222
Mca06072	489	489
Mca06073	255	255
Mca27618	378	378
Mca27619	702	702
Mca27620	327	327
Mca27621	558	558
Mca27622	1572	1572
Mca27623	960	960
Mca27624	375	375
Mca27625	309	309
Mca27626	540	540
Mca27627	399	399
Mca27628	675	675
Mca27629	435	435
Mca27630	474	474
Mca27631	729	729
Mca27632	468	468
Mca27633	324	324
Mca27634	366	366
Mca27635	723	723
Mca06074	1299	1299
Mca06075	684	684
Mca06076	420	420
Mca06077	435	435
Mca06078	318	318
Mca27636	258	258
Mca27637	390	390
Mca27638	618	618
Mca27639	831	831
Mca27640	366	366
Mca27641	543	543
Mca27642	333	333
Mca27643	870	870
Mca27644	966	966
Mca27645	2133	2133
Mca27646	918	918
Mca27647	507	507
Mca27648	2370	2370
Mca06079	615	615
Mca06080	309	309
Mca27649	372	372
Mca27650	672	672
Mca27651	360	360
Mca27652	303	303
Mca27653	414	414
Mca27654	1236	1236
Mca27655	612	612
Mca27656	279	279
Mca27657	282	282
Mca27658	849	849
Mca27659	567	567
Mca27660	459	459
Mca06081	549	549
Mca27661	897	897
Mca27662	339	339
Mca27663	243	243
Mca27664	321	321
Mca27665	279	279
Mca27666	843	843
Mca27667	534	534
Mca27668	273	273
Mca27669	981	981
Mca27670	453	453
Mca27671	444	444
Mca27672	945	945
Mca27673	708	708
Mca27674	351	351
Mca27675	1077	1077
Mca06082	273	273
Mca27676	534	534
Mca27677	777	777
Mca27678	369	369
Mca27679	384	384
Mca27680	582	582
Mca27681	288	288
Mca06083	1827	1827
Mca06084	1593	1593
Mca06085	1773	1773
Mca06086	327	327
Mca06087	363	363
Mca27682	306	306
Mca27683	522	522
Mca27684	702	702
Mca27685	303	303
Mca27686	510	510
Mca27687	441	441
Mca06088	1050	1050
Mca06089	774	774
Mca27688	822	822
Mca27689	447	447
Mca27690	339	339
Mca27691	381	381
Mca27692	327	327
Mca27693	261	261
Mca27694	783	783
Mca27695	351	351
Mca27696	258	258
Mca27697	477	477
Mca27698	942	942
Mca27699	2319	2319
Mca06090	405	405
Mca06091	1971	1971
Mca27700	354	354
Mca27701	339	339
Mca27702	300	300
Mca27703	1308	1308
Mca27704	465	465
Mca27705	567	567
Mca27706	675	675
Mca27707	423	423
Mca06092	306	306
Mca06093	1590	1590
Mca27708	345	345
Mca27709	480	480
Mca27710	918	918
Mca27711	2082	2082
Mca27712	1230	1230
Mca27713	504	504
Mca27714	1122	1122
Mca27715	645	645
Mca27716	750	750
Mca27717	696	696
Mca27718	324	324
Mca06094	774	774
Mca06095	843	843
Mca06096	381	381
Mca06097	3021	3021
Mca00972	246	246
Mca00973	1134	1134
Mca00974	537	537
Mca00975	405	405
Mca27719	1218	1218
Mca27720	474	474
Mca27721	2013	2013
Mca27722	618	618
Mca27723	933	933
Mca27724	603	603
Mca27725	339	339
Mca27726	489	489
Mca27727	498	498
Mca27728	270	270
Mca27729	702	702
Mca27730	384	384
Mca27731	369	369
Mca27732	1026	1026
Mca06098	669	669
Mca06099	363	363
Mca06100	237	237
Mca06101	387	387
Mca06102	834	834
Mca06103	414	414
Mca06104	405	405
Mca27733	888	888
Mca27734	543	543
Mca27735	831	831
Mca27736	243	243
Mca27737	1248	1248
Mca27738	222	222
Mca27739	636	636
Mca27740	1269	1269
Mca27741	231	231
Mca27742	2124	2124
Mca27743	2322	2322
Mca06105	1704	1704
Mca06106	747	747
Mca06107	576	576
Mca27744	1254	1254
Mca27745	387	387
Mca27746	1446	1446
Mca27747	522	522
Mca27748	834	834
Mca06108	966	966
Mca06109	330	330
Mca06110	327	327
Mca06111	1410	1410
Mca27749	321	321
Mca27750	492	492
Mca27751	354	354
Mca27752	486	486
Mca27753	741	741
Mca27754	333	333
Mca27755	333	333
Mca27756	330	330
Mca27757	891	891
Mca06112	1461	1461
Mca27758	1566	1566
Mca27759	339	339
Mca27760	654	654
Mca27761	981	981
Mca27762	633	633
Mca27763	261	261
Mca27764	1029	1029
Mca27765	432	432
Mca27766	318	318
Mca27767	285	285
Mca27768	312	312
Mca27769	276	276
Mca27770	1026	1026
Mca27771	744	744
Mca27772	273	273
Mca27773	621	621
Mca27774	501	501
Mca27775	1356	1356
Mca27776	555	555
Mca06113	396	396
Mca06114	246	246
Mca27777	909	909
Mca27778	2742	2742
Mca27779	1047	1047
Mca27780	1347	1347
Mca27781	324	324
Mca27782	888	888
Mca06115	453	453
Mca06116	1461	1461
Mca27783	318	318
Mca27784	402	402
Mca27785	1050	1050
Mca06117	216	216
Mca06118	2229	2229
Mca06119	318	318
Mca06120	414	414
Mca06121	738	738
Mca27786	339	339
Mca27787	609	609
Mca27788	954	954
Mca27789	447	447
Mca27790	753	753
Mca27791	297	297
Mca27792	306	306
Mca27793	750	750
Mca27794	1926	1926
Mca27795	387	387
Mca27796	624	624
Mca06122	312	312
Mca27797	381	381
Mca27798	468	468
Mca27799	1734	1734
Mca27800	555	555
Mca27801	324	324
Mca27802	921	921
Mca27803	363	363
Mca27804	1632	1632
Mca27805	363	363
Mca06123	288	288
Mca06124	480	480
Mca06125	324	324
Mca27806	288	288
Mca27807	444	444
Mca27808	354	354
Mca27809	294	294
Mca27810	345	345
Mca27811	354	354
Mca27812	795	795
Mca27813	762	762
Mca27814	1692	1692
Mca27815	306	306
Mca27816	234	234
Mca27817	312	312
Mca27818	2961	2961
Mca27819	1095	1095
Mca06126	345	345
Mca06127	597	597
Mca06128	588	588
Mca06129	423	423
Mca00976	468	468
Mca00977	237	237
Mca00978	288	288
Mca00979	378	378
Mca00980	375	375
Mca00981	402	402
Mca00982	282	282
Mca00983	237	237
Mca00984	468	468
Mca00985	291	291
Mca27820	1584	1584
Mca27821	684	684
Mca27822	285	285
Mca27823	309	309
Mca27824	336	336
Mca27825	261	261
Mca27826	534	534
Mca27827	549	549
Mca27828	1155	1155
Mca27829	504	504
Mca27830	588	588
Mca27831	333	333
Mca06130	657	657
Mca06131	471	471
Mca06132	420	420
Mca06133	618	618
Mca27832	2001	2001
Mca27833	282	282
Mca27834	354	354
Mca27835	330	330
Mca27836	450	450
Mca27837	2922	2922
Mca27838	300	300
Mca27839	207	207
Mca27840	840	840
Mca27841	501	501
Mca06134	465	465
Mca27842	2706	2706
Mca27843	1812	1812
Mca27844	1239	1239
Mca06135	306	306
Mca27845	315	315
Mca27846	561	561
Mca27847	309	309
Mca27848	1929	1929
Mca27849	975	975
Mca27850	816	816
Mca27851	1812	1812
Mca06136	531	531
Mca06137	315	315
Mca06138	393	393
Mca27852	357	357
Mca27853	933	933
Mca27854	258	258
Mca27855	1347	1347
Mca27856	447	447
Mca27857	2121	2121
Mca27858	420	420
Mca27859	486	486
Mca27860	255	255
Mca27861	645	645
Mca27862	2856	2856
Mca27863	360	360
Mca27864	522	522
Mca27865	555	555
Mca27866	384	384
Mca27867	1239	1239
Mca27868	930	930
Mca27869	375	375
Mca27870	504	504
Mca27871	645	645
Mca27872	2253	2253
Mca27873	840	840
Mca27874	1911	1911
Mca06139	456	456
Mca27875	513	513
Mca27876	876	876
Mca27877	1395	1395
Mca27878	807	807
Mca27879	522	522
Mca27880	795	795
Mca27881	1734	1734
Mca27882	1251	1251
Mca27883	1485	1485
Mca27884	396	396
Mca27885	642	642
Mca27886	459	459
Mca27887	1302	1302
Mca06140	1410	1410
Mca06141	450	450
Mca06142	573	573
Mca27888	1731	1731
Mca27889	363	363
Mca27890	486	486
Mca27891	729	729
Mca27892	237	237
Mca27893	1248	1248
Mca27894	501	501
Mca27895	684	684
Mca27896	267	267
Mca27897	1182	1182
Mca27898	1269	1269
Mca27899	888	888
Mca27900	315	315
Mca27901	585	585
Mca06143	1110	1110
Mca27902	2304	2304
Mca27903	423	423
Mca27904	531	531
Mca27905	351	351
Mca27906	408	408
Mca06144	1560	1560
Mca06145	324	324
Mca06146	2337	2337
Mca27907	480	480
Mca27908	3060	3060
Mca27909	1044	1044
Mca27910	204	204
Mca27911	207	207
Mca27912	282	282
Mca27913	261	261
Mca27914	381	381
Mca27915	447	447
Mca27916	417	417
Mca27917	714	714
Mca27918	1146	1146
Mca27919	1623	1623
Mca27920	1053	1053
Mca27921	555	555
Mca27922	288	288
Mca06147	351	351
Mca00986	603	603
Mca27923	582	582
Mca27924	561	561
Mca27925	1242	1242
Mca27926	954	954
Mca27927	516	516
Mca27928	414	414
Mca27929	1923	1923
Mca06148	756	756
Mca06149	609	609
Mca06150	420	420
Mca06151	240	240
Mca06152	1245	1245
Mca27930	372	372
Mca27931	243	243
Mca27932	2889	2889
Mca27933	1533	1533
Mca27934	5826	5826
Mca27935	324	324
Mca27936	2682	2682
Mca27937	825	825
Mca27938	1140	1140
Mca27939	732	732
Mca27940	945	945
Mca06153	921	921
Mca06154	561	561
Mca06155	6186	6186
Mca06156	3198	3198
Mca06157	510	510
Mca27941	561	561
Mca27942	570	570
Mca27943	834	834
Mca27944	387	387
Mca27945	1413	1413
Mca27946	4695	4695
Mca27947	1647	1647
Mca27948	504	504
Mca06158	504	504
Mca06159	390	390
Mca06160	1395	1395
Mca06161	3861	3861
Mca06162	1341	1341
Mca06163	324	324
Mca06164	555	555
Mca06165	489	489
Mca06166	462	462
Mca27949	609	609
Mca27950	1191	1191
Mca27951	1227	1227
Mca27952	1014	1014
Mca27953	507	507
Mca27954	1260	1260
Mca27955	1839	1839
Mca27956	735	735
Mca27957	852	852
Mca27958	945	945
Mca27959	663	663
Mca27960	1890	1890
Mca27961	231	231
Mca06167	561	561
Mca06168	468	468
Mca06169	423	423
Mca06170	324	324
Mca06171	1488	1488
Mca27962	486	486
Mca27963	855	855
Mca27964	1668	1668
Mca27965	531	531
Mca27966	2877	2877
Mca27967	534	534
Mca27968	384	384
Mca27969	600	600
Mca27970	369	369
Mca27971	1509	1509
Mca27972	1368	1368
Mca27973	2088	2088
Mca27974	2040	2040
Mca27975	2601	2601
Mca27976	909	909
Mca27977	999	999
Mca06172	5148	5148
Mca06173	339	339
Mca27978	1158	1158
Mca27979	585	585
Mca27980	360	360
Mca27981	477	477
Mca27982	729	729
Mca27983	228	228
Mca27984	1431	1431
Mca27985	465	465
Mca27986	549	549
Mca27987	321	321
Mca27988	1308	1308
Mca27989	558	558
Mca06174	318	318
Mca06175	366	366
Mca27990	3021	3021
Mca27991	255	255
Mca27992	276	276
Mca27993	552	552
Mca27994	477	477
Mca27995	396	396
Mca27996	1692	1692
Mca27997	432	432
Mca27998	1023	1023
Mca27999	399	399
Mca28000	684	684
Mca06176	426	426
Mca06177	510	510
Mca28001	1317	1317
Mca28002	912	912
Mca28003	624	624
Mca28004	480	480
Mca28005	1398	1398
Mca28006	504	504
Mca28007	468	468
Mca28008	1170	1170
Mca28009	756	756
Mca28010	933	933
Mca28011	306	306
Mca28012	633	633
Mca28013	627	627
Mca28014	288	288
Mca28015	615	615
Mca28016	786	786
Mca06178	309	309
Mca06179	567	567
Mca28017	876	876
Mca28018	465	465
Mca28019	2124	2124
Mca28020	450	450
Mca28021	1104	1104
Mca28022	948	948
Mca28023	588	588
Mca28024	669	669
Mca28025	285	285
Mca28026	996	996
Mca28027	1002	1002
Mca28028	522	522
Mca06180	1152	1152
Mca06181	288	288
Mca06182	2034	2034
Mca06183	906	906
Mca06184	2736	2736
Mca28029	444	444
Mca28030	1242	1242
Mca28031	3249	3249
Mca28032	1899	1899
Mca28033	468	468
Mca28034	441	441
Mca28035	258	258
Mca28036	585	585
Mca28037	966	966
Mca28038	1158	1158
Mca28039	447	447
Mca28040	270	270
Mca28041	1920	1920
Mca28042	1128	1128
Mca28043	735	735
Mca28044	1461	1461
Mca00987	327	327
Mca00988	531	531
Mca00989	312	312
Mca00990	1617	1617
Mca00991	303	303
Mca00992	1356	1356
Mca00993	2322	2322
Mca00994	423	423
Mca00995	756	756
Mca28045	453	453
Mca28046	483	483
Mca28047	609	609
Mca28048	600	600
Mca28049	381	381
Mca28050	1059	1059
Mca28051	1647	1647
Mca28052	495	495
Mca06185	369	369
Mca06186	627	627
Mca06187	1083	1083
Mca28053	747	747
Mca28054	339	339
Mca28055	486	486
Mca28056	411	411
Mca28057	207	207
Mca28058	783	783
Mca28059	420	420
Mca28060	357	357
Mca06188	363	363
Mca06189	852	852
Mca06190	930	930
Mca06191	351	351
Mca06192	435	435
Mca06193	246	246
Mca06194	276	276
Mca06195	315	315
Mca06196	444	444
Mca06197	531	531
Mca06198	309	309
Mca28061	2082	2082
Mca28062	318	318
Mca28063	396	396
Mca28064	1257	1257
Mca28065	363	363
Mca28066	585	585
Mca28067	645	645
Mca28068	837	837
Mca28069	1074	1074
Mca06199	2751	2751
Mca06200	2604	2604
Mca28070	351	351
Mca28071	621	621
Mca28072	693	693
Mca28073	3012	3012
Mca28074	816	816
Mca28075	294	294
Mca28076	2094	2094
Mca06201	390	390
Mca06202	1737	1737
Mca06203	2664	2664
Mca06204	285	285
Mca06205	3603	3603
Mca06206	273	273
Mca28077	435	435
Mca28078	390	390
Mca28079	717	717
Mca28080	444	444
Mca28081	459	459
Mca28082	1236	1236
Mca28083	303	303
Mca28084	303	303
Mca28085	279	279
Mca28086	795	795
Mca28087	390	390
Mca28088	438	438
Mca06207	420	420
Mca28089	384	384
Mca28090	2013	2013
Mca28091	360	360
Mca28092	318	318
Mca28093	996	996
Mca28094	750	750
Mca28095	552	552
Mca28096	270	270
Mca28097	2055	2055
Mca28098	1029	1029
Mca06208	498	498
Mca06209	930	930
Mca06210	606	606
Mca06211	450	450
Mca28099	636	636
Mca28100	2499	2499
Mca28101	2145	2145
Mca28102	1113	1113
Mca28103	333	333
Mca28104	891	891
Mca06212	1365	1365
Mca06213	510	510
Mca06214	264	264
Mca06215	279	279
Mca06216	297	297
Mca28105	462	462
Mca28106	822	822
Mca28107	525	525
Mca28108	564	564
Mca28109	300	300
Mca28110	723	723
Mca28111	795	795
Mca28112	1119	1119
Mca28113	711	711
Mca28114	546	546
Mca28115	540	540
Mca28116	2256	2256
Mca28117	1626	1626
Mca06217	390	390
Mca06218	2814	2814
Mca06219	270	270
Mca06220	804	804
Mca06221	321	321
Mca06222	603	603
Mca28118	2913	2913
Mca28119	819	819
Mca28120	288	288
Mca28121	819	819
Mca28122	480	480
Mca28123	840	840
Mca28124	1053	1053
Mca28125	1479	1479
Mca06223	435	435
Mca06224	360	360
Mca06225	315	315
Mca28126	243	243
Mca28127	312	312
Mca28128	2682	2682
Mca28129	450	450
Mca28130	693	693
Mca28131	324	324
Mca06226	342	342
Mca06227	342	342
Mca06228	882	882
Mca00996	381	381
Mca00997	489	489
Mca00998	429	429
Mca00999	840	840
Mca28132	2301	2301
Mca28133	642	642
Mca28134	870	870
Mca28135	1605	1605
Mca28136	1113	1113
Mca28137	2409	2409
Mca28138	2676	2676
Mca28139	348	348
Mca06229	612	612
Mca28140	402	402
Mca28141	855	855
Mca28142	951	951
Mca06230	327	327
Mca06231	591	591
Mca06232	966	966
Mca06233	306	306
Mca28143	525	525
Mca28144	237	237
Mca28145	261	261
Mca28146	384	384
Mca28147	870	870
Mca28148	1005	1005
Mca28149	1233	1233
Mca28150	981	981
Mca28151	390	390
Mca06234	597	597
Mca06235	348	348
Mca06236	492	492
Mca06237	459	459
Mca06238	1020	1020
Mca06239	1743	1743
Mca06240	4095	4095
Mca06241	324	324
Mca06242	513	513
Mca06243	1209	1209
Mca28152	2091	2091
Mca28153	1485	1485
Mca28154	3873	3873
Mca06244	3018	3018
Mca06245	351	351
Mca06246	285	285
Mca06247	2391	2391
Mca06248	1287	1287
Mca06249	579	579
Mca06250	243	243
Mca06251	567	567
Mca06252	579	579
Mca06253	666	666
Mca28155	447	447
Mca28156	348	348
Mca28157	771	771
Mca28158	384	384
Mca28159	504	504
Mca28160	309	309
Mca28161	549	549
Mca06254	1788	1788
Mca06255	1851	1851
Mca06256	345	345
Mca06257	573	573
Mca06258	1335	1335
Mca06259	1110	1110
Mca06260	2193	2193
Mca28162	3558	3558
Mca28163	525	525
Mca28164	306	306
Mca28165	1578	1578
Mca28166	666	666
Mca28167	2562	2562
Mca28168	288	288
Mca28169	777	777
Mca28170	573	573
Mca28171	324	324
Mca28172	1677	1677
Mca28173	345	345
Mca28174	585	585
Mca28175	258	258
Mca06261	1257	1257
Mca28176	777	777
Mca28177	3612	3612
Mca28178	597	597
Mca28179	432	432
Mca28180	1503	1503
Mca28181	306	306
Mca06262	708	708
Mca06263	1173	1173
Mca06264	300	300
Mca06265	297	297
Mca06266	978	978
Mca06267	2271	2271
Mca06268	576	576
Mca06269	4821	4821
Mca06270	996	996
Mca28182	1245	1245
Mca28183	258	258
Mca28184	1062	1062
Mca28185	1065	1065
Mca28186	708	708
Mca28187	717	717
Mca28188	570	570
Mca28189	633	633
Mca28190	660	660
Mca28191	300	300
Mca06271	1452	1452
Mca06272	966	966
Mca06273	1038	1038
Mca06274	2025	2025
Mca28192	1047	1047
Mca28193	324	324
Mca28194	591	591
Mca28195	654	654
Mca28196	2667	2667
Mca28197	231	231
Mca06275	438	438
Mca06276	348	348
Mca06277	1089	1089
Mca06278	468	468
Mca01000	1074	1074
Mca01001	375	375
Mca01002	1695	1695
Mca01003	939	939
Mca01004	2304	2304
Mca01005	453	453
Mca01006	1131	1131
Mca01007	882	882
Mca01008	384	384
Mca01009	276	276
Mca01010	324	324
Mca28198	1344	1344
Mca28199	420	420
Mca28200	534	534
Mca28201	330	330
Mca28202	426	426
Mca28203	1287	1287
Mca28204	261	261
Mca28205	447	447
Mca28206	651	651
Mca28207	300	300
Mca06279	396	396
Mca06280	471	471
Mca28208	618	618
Mca28209	669	669
Mca28210	585	585
Mca28211	450	450
Mca28212	492	492
Mca28213	336	336
Mca28214	426	426
Mca28215	291	291
Mca28216	1809	1809
Mca28217	438	438
Mca06281	267	267
Mca06282	417	417
Mca06283	324	324
Mca06284	1125	1125
Mca28218	435	435
Mca28219	303	303
Mca28220	309	309
Mca28221	498	498
Mca28222	1314	1314
Mca28223	690	690
Mca28224	237	237
Mca28225	483	483
Mca28226	825	825
Mca28227	297	297
Mca28228	489	489
Mca28229	498	498
Mca28230	1107	1107
Mca28231	1626	1626
Mca28232	1524	1524
Mca28233	1539	1539
Mca28234	1560	1560
Mca28235	1743	1743
Mca28236	1509	1509
Mca28237	2061	2061
Mca06285	1308	1308
Mca06286	237	237
Mca06287	294	294
Mca28238	297	297
Mca28239	1584	1584
Mca28240	1002	1002
Mca28241	297	297
Mca28242	240	240
Mca28243	1110	1110
Mca28244	1005	1005
Mca28245	372	372
Mca06288	1206	1206
Mca06289	1398	1398
Mca06290	276	276
Mca28246	1470	1470
Mca28247	282	282
Mca28248	570	570
Mca28249	3495	3495
Mca28250	1332	1332
Mca28251	909	909
Mca06291	447	447
Mca06292	537	537
Mca06293	1950	1950
Mca06294	2004	2004
Mca28252	1023	1023
Mca28253	318	318
Mca28254	339	339
Mca28255	2445	2445
Mca28256	684	684
Mca28257	753	753
Mca28258	489	489
Mca28259	810	810
Mca28260	303	303
Mca28261	939	939
Mca06295	348	348
Mca28262	312	312
Mca28263	441	441
Mca28264	267	267
Mca28265	618	618
Mca28266	2814	2814
Mca28267	771	771
Mca28268	501	501
Mca28269	1746	1746
Mca28270	1002	1002
Mca28271	276	276
Mca06296	1527	1527
Mca06297	381	381
Mca06298	441	441
Mca28272	435	435
Mca28273	318	318
Mca28274	672	672
Mca28275	828	828
Mca06299	546	546
Mca28276	1269	1269
Mca28277	426	426
Mca28278	2655	2655
Mca28279	336	336
Mca28280	420	420
Mca28281	300	300
Mca28282	216	216
Mca28283	876	876
Mca28284	1734	1734
Mca01011	1113	1113
Mca01012	1011	1011
Mca01013	591	591
Mca01014	435	435
Mca01015	408	408
Mca01016	3642	3642
Mca01017	282	282
Mca01018	3378	3378
Mca01019	2829	2829
Mca01020	315	315
Mca01021	276	276
Mca28285	483	483
Mca28286	957	957
Mca28287	1221	1221
Mca28288	1266	1266
Mca28289	1245	1245
Mca28290	276	276
Mca28291	1836	1836
Mca28292	2664	2664
Mca28293	750	750
Mca28294	939	939
Mca28295	645	645
Mca28296	1755	1755
Mca28297	282	282
Mca28298	495	495
Mca28299	1392	1392
Mca28300	525	525
Mca06300	831	831
Mca06301	480	480
Mca06302	279	279
Mca06303	1650	1650
Mca28301	318	318
Mca28302	909	909
Mca28303	1614	1614
